Player,Salary,Pos,Age,Tm,G,MP,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,BPM,VORP
Nikola Jokic,"$1,471,382 ",C,22,DEN,71,2288,24.4,0.607,18.4,29.2,1.8,2.1,15.8,24.1,7.3,2.6,9.9,6.9,5.1
Nik Stauskas,"$3,807,146 ",SG,24,PHI,6,45,0.9,0.41,1.2,2.7,4.3,0,45,8.4,-0.1,0.1,0,-4.8,0
Nik Stauskas,"$3,807,146 ",SG,24,BRK,31,414,10,0.559,7.2,10.9,0.5,0.5,11.6,16.3,0.2,0.2,0.4,-3.7,-0.2
Nik Stauskas,"$3,807,146 ",SG,24,TOT,37,459,9.1,0.554,6.6,10.1,0.8,0.5,13.4,15.5,0.1,0.2,0.3,-3.9,-0.2
Nigel Hayes,"$92,160 ",SF,23,LAL,2,11,9.8,0.436,0,24.2,0,0,0,13.3,0,0,0,-12.9,0
Nigel Hayes,"$92,160 ",SF,23,TOR,2,6,34.9,1.5,0,0,0,0,33.3,21.9,0,0,0,8,0
Nigel Hayes,"$92,160 ",SF,23,TOT,6,60,2.4,0.362,4.7,11,0,1.6,9.4,15.7,-0.2,0,-0.2,-10,-0.1
Nigel Hayes,"$92,160 ",SF,23,SAC,2,43,-4,0.18,6.6,9.2,0,2.2,6.7,15.5,-0.2,0,-0.2,-11.8,-0.1
Nicolas Brussino,"$1,312,611 ",SF,24,ATL,4,10,-4.6,0,16.8,0,0,0,0,8.7,0,0,0,-18.6,0
Nicolas Batum,"$22,434,783 ",SG,29,CHO,61,1918,14.3,0.518,8.3,26,1.6,1,15,18.2,1.6,1.7,3.3,1.2,1.6
Nick Young,"$5,192,000 ",SG,32,GSW,76,1307,10.1,0.562,4.8,3.5,1.3,0.4,7.3,18,0.7,0.9,1.6,-3.7,-0.5
Nick Collison,"$2,328,652 ",PF,37,OKC,13,72,13.8,0.666,14.6,8.6,0,0,23.7,17.6,0.1,0,0.1,-6,-0.1
Nerlens Noel,"$4,187,599 ",C,23,DAL,30,472,16.2,0.558,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1,1.3,1.2,0.4
Nene Hilario,"$3,477,600 ",C,35,HOU,50,732,17,0.604,13.3,9.6,1.8,1.6,11.7,19,1.6,1,2.6,-0.6,0.3
Nemanja Bjelica,"$3,949,999 ",PF,29,MIN,63,1286,12.9,0.598,11.6,8.6,1.7,1,12,14.3,1.7,1,2.7,0.6,0.8
Naz Mitrou-Long,"$92,160 ",SG,24,UTA,1,1,134.1,1.5,0,0,0,0,0,45.1,0.1,0,0.1,54.4,0
Nate Wolters,"$50,000 ",PG,26,UTA,5,19,-2.9,0.167,6,7.1,0,0,0,14.2,-0.1,0,-0.1,-12.5,-0.1
Myles Turner,"$2,569,920 ",C,21,IND,61,1761,17.6,0.581,13.1,7.2,1.1,5.7,11.5,20.1,2.6,2.5,5,1.4,1.5
Myke Henry,$0 ,SF,25,MEM,16,301,8.7,0.464,5.8,8.6,3.7,1.6,15.2,15.7,-0.3,0.3,0,-2,0
Montrezl Harrell,"$1,471,382 ",C,24,LAC,72,1190,24.9,0.656,13.3,9.2,1.3,3.3,9.8,23.8,4.1,1.2,5.3,2.3,1.3
Monte Morris,$0 ,PG,22,DEN,3,25,27.1,0.727,4.5,41.1,5.9,0,12.7,13.7,0.1,0,0.2,2,0
Mirza Teletovic,"$10,500,000 ",PF,32,MIL,10,159,13.5,0.623,8.5,9.5,1.3,0.5,10.9,18.2,0.2,0.1,0.3,-1.7,0
Mindaugas Kuzminskas,"$3,025,035 ",SF,28,NYK,1,2,-41.1,0,0,0,0,0,0,43.6,0,0,0,-49.2,0
Milton Doyle,$0 ,SG,24,BRK,7,75,4.5,0.321,8.5,9.8,2.6,1,6,19.1,-0.2,0.1,-0.1,-6.9,-0.1
Milos Teodosic,"$6,000,000 ",PG,30,LAC,45,1134,11.7,0.564,6.1,26.2,1,0.4,20.3,18.2,0.9,0.5,1.4,-1.3,0.2
Miles Plumlee,"$12,500,000 ",C,29,ATL,52,888,10.7,0.57,14,7.3,0.9,2.9,23.7,13.1,0.1,0.7,0.8,-2.5,-0.1
Mike Scott,"$1,709,538 ",PF,29,WAS,72,1320,13.7,0.608,9.8,8.9,0.8,0.7,12.8,19.8,1.4,1,2.3,-2.2,-0.1
Mike Muscala,"$5,000,000 ",C,26,ATL,50,984,14.6,0.599,12.2,7,1.5,2.3,11,15.8,1.4,0.9,2.3,0.2,0.6
Mike James,"$87,552 ",PG,27,NOP,4,18,3.5,0.222,3,43.8,2.7,0,10,24.1,-0.1,0,-0.1,-12.4,0
Mike James,"$87,552 ",PG,27,PHO,32,669,14.2,0.476,7.1,29.1,1.9,0.8,12.1,25.1,0,0.3,0.3,-2.4,-0.1
Mike James,"$87,552 ",PG,27,TOT,36,687,13.9,0.469,7,29.5,2,0.8,12,25.1,-0.1,0.3,0.2,-2.7,-0.1
Mike Conley,"$28,530,608 ",PG,30,MEM,12,373,15.5,0.52,4.2,22.3,1.6,0.8,8.4,25.9,0.4,0.2,0.6,-2.2,0
Michael Kidd-Gilchrist,"$13,000,000 ",SF,24,CHO,71,1778,12.6,0.534,9,6,1.3,1.5,7.6,16.4,1.6,1.5,3.1,-1.8,0.1
Michael Carter-Williams,"$2,700,000 ",PG,26,CHO,52,835,10.9,0.446,8.9,19.5,2.6,2.3,16.2,16.6,-0.2,1.1,0.8,-0.7,0.3
Michael Beasley,"$2,116,955 ",PF,29,NYK,70,1582,17.7,0.557,13.9,12.4,1,2.2,14.1,26.8,0.9,1.4,2.2,-1.7,0.1
Meyers Leonard,"$9,904,495 ",C,25,POR,30,237,16.8,0.661,14.8,10.6,1.3,0,11.6,16,0.6,0.3,0.9,0.3,0.1
Maxi Kleber,"$815,615 ",PF,26,DAL,69,1155,12.9,0.567,10.4,6.1,1.1,3.4,7.9,13.5,1.5,1.2,2.6,0,0.6
Maurice Harkless,"$10,162,922 ",SF,24,POR,59,1264,12.6,0.596,7,6,1.9,2.8,11,12.6,1.6,1.6,3.2,1.8,1.2
Matthew Dellavedova,"$9,607,500 ",PG,27,MIL,37,702,8.7,0.506,5.3,27.3,1,0,23.1,13.4,0.3,0.2,0.5,-5.8,-0.7
Matt Williams,"$50,000 ",SG,24,MIA,3,11,-0.7,0.417,5.1,0,0,0,14.3,28.6,-0.1,0,0,-17.1,0
Matt Costello,$0 ,C,24,SAS,4,32,9.7,0.5,15.6,8.3,3.2,5.2,20,7,0,0.1,0.1,1.7,0
Mason Plumlee,"$14,041,096 ",C,27,DEN,70,1373,16.8,0.582,15.6,14.6,1.7,4.7,18.8,16.6,1.7,1.6,3.3,1.6,1.3
Marvin Williams,"$13,168,750 ",PF,31,CHO,75,1941,13.3,0.593,10,6.7,1.3,1.5,9.7,14.5,2.7,1.8,4.5,1.1,1.5
MarShon Brooks,"$86,119 ",SG,29,MEM,3,76,38.1,0.733,4.6,32.6,3.3,1.2,7.7,30.6,0.5,0.1,0.6,10.6,0.2
Marshall Plumlee,"$100,000 ",C,25,MIL,8,52,10.9,0.697,19.3,4.8,0,1.6,23,11.4,0.1,0,0.2,-5.7,0
Marreese Speights,"$2,116,955 ",C,30,ORL,50,647,13.9,0.541,11,9.5,0.5,2.7,9.4,26.9,0.2,0.5,0.7,-2.7,-0.1
Marquis Teague,"$83,129 ",PG,24,MEM,3,74,5.8,0.302,4.7,24.9,2.7,0,14.2,12.9,-0.1,0.1,-0.1,-7.3,-0.1
Marquese Chriss,"$3,073,800 ",PF,20,PHO,71,1501,10.8,0.504,13.8,8.1,1.6,3.8,16.6,17.9,-0.9,1.5,0.6,-2.1,-0.1
Markieff Morris,"$8,000,000 ",PF,28,WAS,69,1872,13.3,0.573,11.8,10.8,1.4,1.8,15.2,19.3,1.1,2,3.2,-0.4,0.8
Markelle Fultz,"$7,026,240 ",SG,19,PHI,10,176,10.3,0.404,7.4,27.6,1.6,1.4,11.1,22,-0.1,0.2,0.1,-5.1,-0.1
Markel Brown,$0 ,SG,26,HOU,4,31,-1.3,0.357,9.1,8.7,0,0,22.2,12.8,-0.1,0,0,-8.4,-0.1
Mario Hezonja,"$4,078,320 ",SF,22,ORL,71,1544,13.6,0.544,9.3,9.4,2.4,1.6,11.4,19.8,0.4,1.7,2.1,-0.9,0.4
Mario Chalmers,"$2,106,407 ",PG,31,MEM,62,1353,10.1,0.5,6.4,21.6,2.8,0.8,18.8,19.4,-0.7,1.2,0.6,-2.8,-0.3
Marcus Smart,"$4,538,020 ",SG,23,BOS,54,1614,10.8,0.479,6.4,23.9,2.2,1.2,18.4,19.5,-0.6,2.5,1.9,-0.4,0.7
Marcus Paige,$0 ,PG,24,CHO,2,15,18.8,0.507,10.8,22.1,0,0,0,25.7,0,0,0,-2.4,0
Marcus Morris,"$5,000,000 ",PF,28,BOS,52,1398,14.8,0.547,11.2,8,1.2,0.7,8.8,23,1.2,2.1,3.3,-1.4,0.2
Marcus Georges-Hunt,"$1,312,611 ",SG,23,MIN,41,223,6.3,0.498,4.2,4.1,1.3,0,5.1,11.8,0.1,0,0.2,-4.7,-0.2
Marco Belinelli,"$6,306,060 ",SG,31,TOT,76,1838,14,0.581,4.1,11.9,1.6,0.4,10.1,20.3,2.2,1.2,3.4,-1.5,0.2
Marco Belinelli,"$6,306,060 ",SG,31,PHI,24,628,13.6,0.637,3.3,8.7,1.2,0.8,12,18.8,0.9,0.6,1.5,-1.1,0.1
Marco Belinelli,"$6,306,060 ",SG,31,ATL,52,1210,14.1,0.555,4.6,13.6,1.9,0.2,9.2,21.2,1.3,0.6,1.9,-1.7,0.1
Marcin Gortat,"$12,782,609 ",C,33,WAS,78,1967,14.9,0.55,17,10.8,1,2.6,13.5,15.6,2.4,2.3,4.7,0.4,1.2
Marc Gasol,"$22,642,350 ",C,33,MEM,72,2374,17.3,0.531,14.2,21.5,1.1,4,14.1,25.7,1.3,2.6,4,1.5,2.1
Manu Ginobili,"$2,500,000 ",SG,40,SAS,62,1241,12.4,0.544,5.9,18.8,1.7,1.1,16.7,21.3,0.4,1.6,1.9,-1.2,0.2
Mangok Mathiang,$0 ,C,25,CHO,4,20,18.1,0.538,27.1,0,2.4,0,0,16.1,0,0,0.1,-10,0
Malik Monk,"$2,904,480 ",SG,19,CHO,60,778,8.5,0.457,4.5,15.4,1.1,0.9,10.3,24.2,-0.9,0.5,-0.4,-5.3,-0.7
Malik Beasley,"$1,700,640 ",SG,21,DEN,61,581,8.8,0.504,6.9,7.4,1.3,1,11.1,16.1,0,0.3,0.3,-5.3,-0.5
Malcolm Miller,$0 ,SF,24,TOR,15,126,8.9,0.638,6.7,3.2,0.4,1.3,14.4,12.1,0.1,0.1,0.2,-2,0
Malcolm Delaney,"$2,500,000 ",PG,28,ATL,54,1014,10.7,0.519,5.5,23.5,1.7,0.5,16.9,16.9,0.4,0.6,1,-3.6,-0.4
Malcolm Brogdon,"$1,312,611 ",PG,25,MIL,46,1404,14.3,0.579,6.4,16.3,1.5,0.8,11,19.1,2,0.7,2.7,-1.2,0.3
Malachi Richardson,"$1,504,560 ",SG,22,TOR,1,5,10.5,0.5,11.2,0,0,0,0,17.5,0,0,0,-11.6,0
Malachi Richardson,"$1,504,560 ",SG,22,SAC,25,319,5.8,0.445,5.9,5.7,1.6,0.3,9.3,15.1,-0.2,0.1,-0.1,-6.4,-0.3
Malachi Richardson,"$1,504,560 ",SG,22,TOT,26,324,5.9,0.446,6,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-6.5,-0.4
Luol Deng,"$17,190,000 ",SF,32,LAL,1,13,5.5,0.5,0,10.1,3.7,0,33.3,9.8,0,0,0,-8.6,0
Luke Kornet,$0 ,PF,22,NYK,16,239,11.5,0.436,11.4,11.2,1,4,4.2,17.5,0,0.2,0.2,-0.7,0.1
Luke Kennard,"$2,759,280 ",SG,21,DET,69,1339,11.6,0.55,6.4,12.4,1.5,0.9,12.3,16.9,0.8,1.3,2.2,-1.8,0.1
Luke Babbitt,"$1,974,159 ",SF,28,ATL,37,570,12,0.636,7.9,7,0.6,0.8,7.8,14.8,0.9,0.2,1.1,-2,0
Luke Babbitt,"$1,974,159 ",SF,28,TOT,49,708,10.2,0.587,7.6,6.6,0.6,0.8,7.9,14.9,0.6,0.4,1,-3,-0.2
Luke Babbitt,"$1,974,159 ",SF,28,MIA,12,138,2.5,0.384,6.1,5,0.4,1.2,8.5,15.3,-0.2,0.1,-0.1,-6.9,-0.2
Luis Montero,"$50,000 ",SG,24,DET,2,8,-15.5,0,13.8,0,0,0,66.7,16.6,-0.1,0,-0.1,-25.8,0
Lucas Nogueira,"$2,947,305 ",C,25,TOR,47,404,17.5,0.661,11.8,7,2.8,8.3,14.4,11.3,0.7,0.9,1.6,5.5,0.8
Luc Mbah a Moute,"$2,116,955 ",PF,31,HOU,58,1507,10.1,0.601,6.7,5.1,2.1,1.4,15.6,12.7,0.8,1.9,2.6,-0.1,0.7
Lou Williams,"$7,000,000 ",SG,31,LAC,77,2527,20.5,0.575,4.3,26.5,1.6,0.6,13.1,29.9,5.6,1.3,6.9,1.2,2.1
Lorenzo Brown,$0 ,PG,27,TOR,13,114,6.6,0.406,4.9,13.6,1.7,0,7.2,10.7,0,0.1,0.1,-4.2,-0.1
Lonzo Ball,"$6,286,560 ",PG,20,LAL,52,1780,12.5,0.444,10.8,29,2.4,2,18.6,17.4,-0.5,2.5,2,1.6,1.6
London Perrantes,$0 ,PG,23,CLE,13,33,-1.4,0.205,3.4,18.8,0,0,12,11.2,-0.1,0,-0.1,-12.6,-0.1
LeBron James,"$33,285,709 ",PF,33,CLE,78,2898,28.5,0.62,13.1,44,1.9,2.1,15.9,31.4,10.4,3,13.4,9.7,8.6
Lauri Markkanen,"$3,821,640 ",PF,20,CHI,65,1949,15.3,0.551,13.4,6.2,0.9,1.8,8.1,21.7,1.5,1.6,3.2,-1.9,0
Larry Nance,"$1,471,382 ",C,25,TOT,62,1367,20.3,0.613,17,8.8,3,2.1,10,15.8,3.5,2.2,5.7,3.6,1.9
Larry Nance,"$1,471,382 ",C,25,LAL,42,922,19.4,0.618,16.4,9.1,3.1,1.8,12.3,15.3,2.1,1.5,3.7,3.7,1.3
Larry Nance,"$1,471,382 ",C,25,CLE,20,445,22,0.605,18.2,8.2,3,2.9,5.3,16.9,1.4,0.7,2,3.5,0.6
Larry Drew,"$148,318 ",PG,27,NOP,7,55,6.3,0.441,2,19.1,0,0,10.5,15,0,0,0,-9,-0.1
Larry Drew,"$148,318 ",PG,27,PHI,3,15,-9.4,0.143,3.6,17.3,0,0,12.5,22.8,-0.1,0,-0.1,-17.3,-0.1
Larry Drew,"$148,318 ",PG,27,TOT,10,70,3,0.354,2.3,18.7,0,0,11.1,16.7,-0.1,0,-0.1,-10.7,-0.2
Langston Galloway,"$6,666,667 ",SG,26,DET,54,782,12.3,0.509,5.8,10.3,1.9,0.6,5.1,19,0.5,0.8,1.4,-1.6,0.1
Lance Thomas,"$6,655,325 ",PF,29,NYK,70,1302,6.4,0.512,7.1,4.3,1.1,0.9,12.4,10.5,0.2,0.6,0.8,-2.6,-0.2
Lance Stephenson,"$4,180,000 ",SG,27,IND,78,1747,12.4,0.501,12.6,18.4,1.2,0.8,15.1,21.8,-0.2,1.9,1.6,-2.1,-0.1
LaMarcus Aldridge,"$21,461,010 ",C,32,SAS,72,2416,25.2,0.573,14,11.5,0.8,3,6.9,29.1,7.3,3.4,10.8,3.4,3.3
Kyrie Irving,"$18,868,625 ",PG,25,BOS,60,1931,25.1,0.61,6.4,30.9,1.7,0.7,10.4,31.1,6.3,2.7,9,6.4,4.1
Kyle Singler,"$4,666,500 ",SF,29,OKC,12,59,5.9,0.43,9.4,4.8,0.8,0,10.1,21.6,-0.1,0,0,-11.8,-0.1
Kyle O'Quinn,"$4,087,500 ",C,27,NYK,73,1289,19.4,0.623,18.6,16.9,1.3,6,19.3,17,2.3,1.9,4.2,4,2
Kyle Lowry,"$28,703,704 ",PG,31,TOR,74,2387,19.6,0.6,9.7,30.4,1.7,0.5,14.5,21.6,6.8,2.9,9.7,5.8,4.7
Kyle Kuzma,"$1,423,560 ",PF,22,LAL,76,2383,14.4,0.551,10.7,9.2,1,1.1,10.8,22.5,1.7,2.3,4,-1.2,0.5
Kyle Korver,"$7,000,000 ",SG,36,CLE,70,1516,13.5,0.651,5.8,8,0.9,1.5,9.1,16.1,2.8,0.6,3.4,0.1,0.8
Kyle Collinsworth,"$92,160 ",SF,26,DAL,29,409,9.8,0.439,12.5,15.1,2,1.3,17.1,13,0,0.5,0.4,-1.7,0
Kyle Anderson,"$2,151,704 ",SF,24,SAS,71,1906,15.7,0.579,11.2,14.7,2.9,2.5,16.3,13.5,2.2,3.7,5.9,4,2.9
Kristaps Porzingis,"$4,503,600 ",PF,22,NYK,48,1553,20.4,0.539,11.3,6.3,1.1,6.4,8.4,31,1.4,1.8,3.2,-0.6,0.5
Kris Dunn,"$4,046,760 ",PG,23,CHI,52,1525,14.5,0.488,7.8,33.3,3.3,1.6,17.3,24.7,-1,1.9,0.9,0,0.8
Kosta Koufos,"$8,393,000 ",C,28,SAC,71,1391,17.5,0.566,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.8,0.4,0.8
Kobi Simmons,$0 ,PG,20,MEM,28,523,6.9,0.459,5,15.5,1.7,0.9,18.1,16.6,-0.6,0.3,-0.3,-6.1,-0.5
Klay Thompson,"$17,826,150 ",SG,27,GSW,69,2369,16.1,0.601,6.2,11.5,1.1,1.1,9.7,23.4,3,1.8,4.9,-0.4,1
Khris Middleton,"$14,100,000 ",SF,26,MIL,78,2857,17.4,0.579,8.5,17.6,2,0.6,11.8,24.5,4.4,2.2,6.6,0.4,1.7
Khem Birch,"$815,615 ",C,25,ORL,38,481,14.6,0.543,16.7,8.9,1.1,3,13.6,12.8,0.8,0.5,1.2,-0.4,0.2
Kevon Looney,"$1,471,382 ",C,21,GSW,62,819,14.4,0.581,13.3,6.1,1.8,4.9,12.6,12.3,1.2,1.2,2.5,1.1,0.7
Kevin Love,"$22,642,350 ",C,29,CLE,56,1556,22.4,0.608,18.9,9.6,1.3,1.3,9.6,25.3,4.3,1.6,5.9,1,1.2
Kevin Durant,"$25,000,000 ",PF,29,GSW,64,2196,26.2,0.643,11.2,25.3,1,4.2,12.9,30.3,7.2,2.9,10.1,5.9,4.4
Kentavious Caldwell-Pope,"$17,745,894 ",SG,24,LAL,70,2377,13.5,0.57,8.5,9.3,2.1,0.5,9.9,16.9,2.8,2.6,5.4,1.2,1.9
Kent Bazemore,"$16,910,113 ",SG,28,ATL,65,1789,14.5,0.547,7.7,20.1,2.7,2.2,17,22.5,0.2,1.9,2.2,0.4,1.1
Kenneth Faried,"$12,921,348 ",PF,28,DEN,32,461,17.4,0.552,18.7,5.8,1.3,2.4,11.9,18.2,0.9,0.4,1.3,-2.3,0
Kemba Walker,"$12,000,000 ",PG,27,CHO,77,2663,20.7,0.571,4.9,27.5,1.6,0.8,10.3,27.5,6.3,2,8.3,3.3,3.5
Kelly Oubre,"$2,093,040 ",SF,22,WAS,77,2121,12.2,0.539,9.3,6.4,1.7,1.4,8.8,19.4,1.6,2.2,3.7,-1.1,0.5
Kelly Olynyk,"$10,607,169 ",PF,26,MIA,73,1720,18,0.615,13.5,18.8,1.8,1.7,17,21.6,2.8,2.6,5.5,3.2,2.2
Kay Felder,"$1,312,611 ",PG,22,DET,1,3,-31.6,0,18.4,0,0,0,33.3,44.2,-0.1,0,-0.1,-41.4,0
Kay Felder,"$1,312,611 ",PG,22,CHI,14,134,3.6,0.386,5.6,23,1.1,0.7,17.4,28,-0.5,0.1,-0.5,-11.5,-0.3
Kay Felder,"$1,312,611 ",PG,22,TOT,15,137,2.9,0.375,5.9,22.5,1.1,0.6,17.9,28.4,-0.6,0.1,-0.5,-12.1,-0.3
Kawhi Leonard,"$18,868,625 ",SF,26,SAS,9,210,26,0.572,11.1,17.7,4.3,3.6,11.1,30.6,0.3,0.5,0.9,5.9,0.4
Karl-Anthony Towns,"$6,216,840 ",C,22,MIN,78,2770,24.8,0.645,20,10.7,1.1,3.5,10.8,22.9,9.8,3.1,13,5.3,5.1
Kadeem Allen,$0 ,PG,25,BOS,14,79,-3.1,0.222,4.9,9.9,1.3,1.1,27.6,12.3,-0.3,0.1,-0.2,-8.4,-0.1
Jusuf Nurkic,"$2,947,305 ",C,23,POR,75,1966,19.1,0.529,18.3,11.6,1.5,4.3,14.7,26.6,0.6,3.7,4.3,-0.1,1
Justise Winslow,"$2,705,040 ",SF,21,MIA,65,1587,11.5,0.498,12.3,13,1.6,1.8,12.8,16.2,0.3,2.3,2.6,-0.9,0.4
Justin Patton,"$2,247,480 ",C,20,MIN,1,4,19.8,0.5,0,0,12.5,0,0,22.1,0,0,0,3.2,0
Justin Jackson,"$2,365,560 ",SF,22,SAC,65,1413,9.8,0.53,7.2,7.3,1,0.8,8.4,14.4,0.6,0.5,1,-3.4,-0.5
Justin Holiday,"$4,615,385 ",SG,28,CHI,69,2180,10.9,0.518,6.8,9.9,1.7,1.3,9.8,18,0.4,1.6,1.9,-1.1,0.5
Justin Anderson,"$1,579,440 ",SF,24,PHI,36,485,11.9,0.523,9.6,7.3,1.4,1,6.6,18.8,0.4,0.6,1,-2.5,-0.1
Julyan Stone,"$1,524,305 ",SG,29,CHO,20,106,6.7,0.635,11.7,19.5,0.9,1.6,43.2,5.7,0,0.1,0.1,-2.8,0
Julius Randle,"$4,149,242 ",C,23,LAL,78,2099,19.8,0.605,15.8,15.6,0.9,1.7,16.1,25.2,3.8,2.4,6.3,0.8,1.5
Juan Hernangomez,"$2,076,840 ",PF,22,DEN,24,275,10,0.517,11.1,5.9,1.1,0.9,10.2,13.9,0.2,0.1,0.4,-3.2,-0.1
Jrue Holiday,"$25,686,667 ",SG,27,NOP,77,2788,17.4,0.566,6.8,24.5,1.9,1.7,13.6,23.2,3.6,2.6,6.3,1.7,2.6
Josh Smith,"$5,400,000 ",PF,32,NOP,3,12,3.5,0.25,18.1,0,0,0,0,14.4,0,0,0,-13.4,0
Josh Richardson,"$1,471,382 ",SF,24,MIA,78,2601,13.7,0.556,5.9,13.1,2.3,2.4,13,18.2,1.9,3.5,5.4,1.5,2.3
Josh McRoberts,"$6,021,175 ",PF,30,DAL,2,6,-12.5,0,0,0,0,0,0,7.6,0,0,0,-12.1,0
Josh Magette,$0 ,PG,28,ATL,18,216,11.9,0.464,4.9,36.5,1.8,0.4,15.4,11.8,0.3,0.1,0.4,-5.4,-0.2
Josh Jackson,"$5,090,040 ",SF,20,PHO,76,1929,11.8,0.482,9.4,10.2,1.9,1.4,12.2,25.7,-1.8,1.2,-0.6,-4.3,-1.1
Josh Huestis,"$1,471,382 ",PF,26,OKC,67,979,5.3,0.413,9.1,2.7,0.8,4,12.1,9.4,-0.5,1,0.5,-3.9,-0.5
Josh Hart,"$1,394,520 ",SG,22,LAL,59,1312,11.2,0.579,9.6,7.7,1.5,0.9,10.1,12.5,1.4,1.3,2.8,-0.4,0.5
Josh Gray,"$92,160 ",PG,24,PHO,5,86,7.3,0.349,6.2,20.8,4.5,1.9,13.2,26,-0.3,0.1,-0.2,-5.4,-0.1
Jose Calderon,"$2,328,652 ",PG,36,CLE,55,888,11.5,0.652,5,17.8,1.5,0.2,17.5,11.7,1.5,0.3,1.8,-1.8,0.1
Jordan Mickey,"$1,471,382 ",PF,23,MIA,23,284,10.6,0.515,16.3,4.8,1.1,3,16.6,17.1,-0.1,0.5,0.3,-5,-0.2
Jordan Crawford,"$250,000 ",SG,29,NOP,2,37,15.7,0.643,4.4,35.7,0,2.2,22.2,21.1,0.1,0,0.1,-3.4,0
Jordan Clarkson,"$11,562,500 ",SG,25,LAL,53,1256,17,0.532,6.8,22.8,1.5,0.2,11.6,27.7,1.1,0.9,2.1,-1.3,0.2
Jordan Clarkson,"$11,562,500 ",SG,25,TOT,77,1819,16.7,0.543,6.3,19.4,1.5,0.3,10.8,26.6,1.9,1.1,3.1,-1.7,0.1
Jordan Clarkson,"$11,562,500 ",SG,25,CLE,24,563,16,0.574,5.3,11.9,1.4,0.5,8.9,24,0.8,0.2,1,-2.5,-0.1
Jordan Bell,"$815,615 ",C,23,GSW,53,774,18.7,0.646,14.6,17.2,2.1,5.7,18.9,13.8,1.7,1.4,3,4.4,1.3
Jonathon Simmons,"$6,300,000 ",SG,28,ORL,69,2029,12.8,0.555,6.5,13.3,1.4,0.6,14.4,21.9,0.8,1.1,2,-2.3,-0.2
Jonathan Isaac,"$4,186,320 ",PF,20,ORL,27,536,9.8,0.465,10.2,4.8,3,4.5,14.8,15,-0.6,0.8,0.2,-1.8,0
Jonas Valanciunas,"$15,460,675 ",C,25,TOR,74,1657,22.3,0.625,21.4,7.6,0.9,3.1,12.9,22.7,4.4,2.8,7.2,1.5,1.5
Jonas Jerebko,"$4,000,000 ",PF,30,UTA,70,1069,13,0.573,12.6,5.9,1.1,0.9,6.5,15.6,1.6,1.5,3.1,-0.9,0.3
Jon Leuer,"$10,497,319 ",PF,28,DET,8,136,8.9,0.505,13,5.3,0.4,2,14.1,16.1,0,0.1,0.1,-5.9,-0.1
Johnny O'Bryant,"$1,524,305 ",PF,24,CHO,36,379,12,0.47,13.3,5.9,1.2,1.3,7.6,22.5,-0.1,0.4,0.3,-5.3,-0.3
Johnathan Motley,$0 ,PF,22,DAL,8,91,15.6,0.559,15.9,5.6,0.6,2,9,22.1,0.1,0.1,0.2,-6,-0.1
John Wall,"$18,063,850 ",PG,27,WAS,39,1335,18.5,0.507,5.9,43.6,1.9,2.7,16.6,29,1,1.3,2.3,0.9,1
John Holland,$0 ,SF,29,CLE,22,136,4.8,0.387,7.8,3.9,2.2,1.3,10.5,15.5,-0.2,0.1,-0.1,-6.5,-0.2
John Henson,"$11,422,536 ",C,27,MIL,72,1869,15.8,0.587,15.4,8.5,1.1,4.8,13.4,15.1,2.7,2,4.7,0.5,1.2
John Collins,"$1,936,920 ",PF,20,ATL,71,1690,18.4,0.624,17.1,8.2,1.2,4,14.3,17.9,3.3,1.9,5.2,1.4,1.5
Joffrey Lauvergne,"$1,524,305 ",C,26,SAS,52,523,16.5,0.542,17.9,11.6,0.9,0.5,13.8,20.4,0.6,0.7,1.3,-1.6,0.1
Joel Embiid,"$6,100,266 ",C,23,PHI,63,1912,22.9,0.573,19.5,18.2,1,4.8,15.6,33.5,2.3,3.9,6.2,2.7,2.3
Joel Bolomboy,"$1,312,611 ",PF,24,MIL,6,38,11.7,0.521,15.5,0,2.6,0,18.8,12.7,0,0,0.1,-7.7,-0.1
Joe Young,"$1,471,382 ",PG,25,IND,50,520,10.2,0.522,6.7,9.8,1.3,0.2,12,17.9,0.1,0.4,0.5,-4.7,-0.4
Joe Johnson,"$9,505,000 ",SF,36,HOU,19,429,7.3,0.496,7.1,10.9,0.7,0.2,11.7,14.1,0,0.3,0.4,-4.1,-0.2
Joe Johnson,"$9,505,000 ",SF,36,UTA,32,700,9,0.492,8.7,9.8,0.9,0.7,11.6,17.2,-0.3,0.8,0.6,-3.5,-0.3
Joe Johnson,"$9,505,000 ",SF,36,TOT,51,1129,8.4,0.494,8.1,10.2,0.8,0.5,11.6,16,-0.2,1.2,0.9,-3.7,-0.5
Joe Ingles,"$14,136,364 ",SF,30,UTA,78,2461,14.3,0.622,7.7,22.4,1.8,0.6,17.3,16,3.7,3.3,7,2.9,3.1
Joe Harris,"$1,524,305 ",SG,26,BRK,76,1916,13,0.626,7,9.6,0.9,0.7,12.1,16.7,2.7,0.8,3.6,-0.2,0.9
Jodie Meeks,"$3,290,000 ",SG,30,WAS,74,1087,12.3,0.545,6.5,9.1,1.3,0.3,8,18.9,1.1,0.7,1.9,-2.9,-0.2
